city,consultation_fee,degree,dp_score,location,name,npv,profile_url,scraped_at,speciality,year_of_experience
Bangalore,500,BDS,93.0,,Dr. Sanjay Kaul,0,https://www.practo.com/bangalore/doctor/dr-sanjay-kaul-dentist-1/recommended?practice_id=697572&specialization=Dentist&referrer=doctor_listing&page_uid=c8385956-3900-4fc3-98b1-73750b815e53,2025-08-16T19:02:50.778774,Dentist,
Bangalore,350,BDS,98.0,,Dr. Minty Sharma,0,https://www.practo.com/bangalore/doctor/dr-minty-sharma-dentist/recommended?practice_id=655196&specialization=Dentist&referrer=doctor_listing&page_uid=9e9f92c6-7d6c-4660-bacc-47650bcc4e9b,2025-08-16T19:02:59.885283,Dentist,
Bangalore,500,BDS,98.0,,Dr. Jonathan Eric Rao,0,https://www.practo.com/bangalore/doctor/dr-jonathan-1-dentist/recommended?practice_id=1028398&specialization=Dentist&referrer=doctor_listing&page_uid=e69ffd3a-d292-4586-a708-65322c64b5c5,2025-08-16T19:03:08.924204,Dentist,
Bangalore,400,BDS,100.0,,Dr. Kiran Raj N,0,https://www.practo.com/bangalore/doctor/dr-kiran-raj-n-dentist-1/recommended?practice_id=1140261&specialization=Dentist&referrer=doctor_listing&page_uid=9ccd3eae-c343-48fa-8858-9642925db200,2025-08-16T19:03:17.900991,Dentist,
Bangalore,300,BDS,99.0,,Dr. Umesh B M,0,https://www.practo.com/bangalore/doctor/dr-umesh-b-m-dentist/recommended?practice_id=615098&specialization=Dentist&referrer=doctor_listing&page_uid=681d7633-9729-4eec-9ede-ba3509cd6ab3,2025-08-16T19:03:26.957757,Dentist,
Bangalore,500,BDS,95.0,,Dr. Prof. Anuradha Navaneetham,0,https://www.practo.com/bangalore/doctor/dr-anuradha-3-oral-surgeon/recommended?practice_id=668076&specialization=Dentist&referrer=doctor_listing&page_uid=b008d754-4b85-4ae9-9697-2e7bfe7c0b5b,2025-08-16T19:03:35.972020,Dentist,
Bangalore,500,BDS,94.0,,Dr. Raghavendra K,0,https://www.practo.com/bangalore/doctor/dr-raghavendra-k-dentist/recommended?practice_id=679778&specialization=Dentist&referrer=doctor_listing&page_uid=870ebfbb-c7c4-4311-afd5-c6dbc1c9c58c,2025-08-16T19:03:44.962158,Dentist,
Bangalore,600,BDS,92.0,,Dr. Sandhya Karthik,0,https://www.practo.com/bangalore/doctor/dr-sandhya-karthik-dentist/recommended?practice_id=648444&specialization=Dentist&referrer=doctor_listing&page_uid=9bdf37b3-19c0-444a-8967-8ffd8de62965,2025-08-16T19:03:54.340266,Dentist,
Bangalore,300,BDS,97.0,,Dr. Rhea Mathew,0,https://www.practo.com/bangalore/doctor/rhea-s-mathew-dentist-dentist/recommended?practice_id=689062&specialization=Dentist&referrer=doctor_listing&page_uid=439aedfb-22a4-45ae-987c-23e83a94fffe,2025-08-16T19:04:02.994101,Dentist,
Bangalore,500,BDS,98.0,,Dr. Sujatha Pai B,0,https://www.practo.com/bangalore/doctor/dr-sujatha-pai-b-dentist/recommended?practice_id=668754&specialization=Dentist&referrer=doctor_listing&page_uid=a98712c3-6bef-4bc3-bb98-e9a1c023abd0,2025-08-16T19:04:13.150557,Dentist,
Bangalore,1000,MBBS,86.0,,Dr. Girish B Navasundi,0,https://www.practo.com/bangalore/doctor/girish-b-navasundi-cardiologist/recommended?practice_id=814706&specialization=Cardiologist&referrer=doctor_listing&page_uid=7e7cadc2-2348-4960-8b48-a6095d21a34d,2025-08-16T19:04:14.959880,Cardiologist,
Bangalore,500,BDS,93.0,,Dr. Hemalatha Sanjay,0,https://www.practo.com/bangalore/doctor/dr-hemalatha-sanjay-dentist/recommended?practice_id=650556&specialization=Dentist&referrer=doctor_listing&page_uid=128a20b4-aa2f-4ce1-82f6-02b3b4e1b3ee,2025-08-16T19:04:20.976316,Dentist,
Bangalore,500,BDS,93.0,JP Nagar 6 Phase,Dr. Hemalatha Sanjay,0,https://www.practo.com/bangalore/doctor/dr-hemalatha-sanjay-dentist?practice_id=650556&specialization=Dentist&referrer=doctor_listing&page_uid=128a20b4-aa2f-4ce1-82f6-02b3b4e1b3ee,2025-08-16T19:04:23.994684,Dentist,
Bangalore,500,BDS,91.0,,Dr. P S Lakshmi,0,https://www.practo.com/bangalore/doctor/p-s-lakshmi-1-dentist/recommended?practice_id=740273&specialization=Dentist&referrer=doctor_listing&page_uid=955c3a70-973c-43ba-8db3-8f800d536d58,2025-08-16T19:04:30.011675,Dentist,
Bangalore,500,BDS,91.0,Bannerghatta Road,Dr. P S Lakshmi,0,https://www.practo.com/bangalore/doctor/p-s-lakshmi-1-dentist?practice_id=740273&specialization=Dentist&referrer=doctor_listing&page_uid=955c3a70-973c-43ba-8db3-8f800d536d58,2025-08-16T19:04:32.964567,Dentist,
Bangalore,300,BDS,100.0,,Dr. Keerthi R,0,https://www.practo.com/bangalore/doctor/dr-keerthi-r-2-dentist/recommended?practice_id=1150779&specialization=Dentist&referrer=doctor_listing&page_uid=e10f12d4-e8c1-436d-9d9e-10a0a9e75cd9,2025-08-16T19:04:39.197160,Dentist,
Bangalore,300,BDS,100.0,Vijayanagar,Dr. Keerthi R,0,https://www.practo.com/bangalore/doctor/dr-keerthi-r-2-dentist?practice_id=1150779&specialization=Dentist&referrer=doctor_listing&page_uid=e10f12d4-e8c1-436d-9d9e-10a0a9e75cd9,2025-08-16T19:04:42.094432,Dentist,
Bangalore,400,BDS,98.0,,Dr. Rupali Wankhede Panpate,0,https://www.practo.com/bangalore/doctor/rupali-panpate-dentist/recommended?practice_id=1069043&specialization=Dentist&referrer=doctor_listing&page_uid=348fd241-8e50-4695-84a8-d3af676f8abd,2025-08-16T19:04:48.055894,Dentist,
Bangalore,400,BDS,98.0,Kasturi nagar,Dr. Rupali Wankhede Panpate,0,https://www.practo.com/bangalore/doctor/rupali-panpate-dentist?practice_id=1069043&specialization=Dentist&referrer=doctor_listing&page_uid=348fd241-8e50-4695-84a8-d3af676f8abd,2025-08-16T19:04:51.105900,Dentist,
Bangalore,400,BDS,100.0,,Dr. Suhanya Prasanna Kumar,0,https://www.practo.com/bangalore/doctor/suhanya-prasanna-kumar-dentist/recommended?practice_id=1280322&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:04:57.338843,Dentist,
Bangalore,400,BDS,100.0,Electronics City,Dr. Suhanya Prasanna Kumar,0,https://www.practo.com/bangalore/doctor/suhanya-prasanna-kumar-dentist?practice_id=1280322&specialization=Dentist&referrer=doctor_listing&page_uid=d68fe377-d91a-4b60-993f-a5ced22f01d3,2025-08-16T19:05:00.019903,Dentist,
Bangalore,600,BDS,98.0,,Dr. Kiran D N,0,https://www.practo.com/bangalore/doctor/kiran-d-n-dentist/recommended?practice_id=1131770&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:05:06.228155,Dentist,
Bangalore,600,BDS,98.0,Whitefield,Dr. Kiran D N,0,https://www.practo.com/bangalore/doctor/kiran-d-n-dentist?practice_id=1131770&specialization=Dentist&referrer=doctor_listing&page_uid=9d162044-fc81-4848-bf70-d63e87f56927,2025-08-16T19:05:09.340472,Dentist,
Bangalore,300,BDS,97.0,,Dr. P V Moxit,0,https://www.practo.com/bangalore/doctor/dr-p-v-moxit-dentist/recommended?practice_id=766394&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:05:15.254073,Dentist,
Bangalore,300,BDS,97.0,Banashankari 3rd Stage,Dr. P V Moxit,0,https://www.practo.com/bangalore/doctor/dr-p-v-moxit-dentist?practice_id=766394&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:05:18.089077,Dentist,
Bangalore,250,BDS,,,Dr. Shailaja Patil,,https://www.practo.com/bangalore/doctor/dr-shailaja-patil-dentist/recommended?practice_id=1457481&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:05:24.240750,Dentist,
Bangalore,250,BDS,,Uttarahalli,Dr. Shailaja Patil,,https://www.practo.com/bangalore/doctor/dr-shailaja-patil-dentist?practice_id=1457481&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:05:27.285815,Dentist,
Bangalore,700,MDS,100.0,,Dr. Anju Antony,0,https://www.practo.com/bangalore/doctor/dr-anju-antony-dentist/recommended?practice_id=1072417&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:05:33.169605,Dentist,
Bangalore,700,MDS,100.0,Sahakaranagar,Dr. Anju Antony,0,https://www.practo.com/bangalore/doctor/dr-anju-antony-dentist?practice_id=1072417&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:05:36.077790,Dentist,
Bangalore,700,BDS,99.0,,Dr. Mir Sujath Ali,0,https://www.practo.com/bangalore/doctor/dr-mir-shujath-ali-dentist/recommended?practice_id=630200&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:05:39.446085,Dentist,
Bangalore,700,BDS,99.0,Old Airport Road,Dr. Mir Sujath Ali,0,https://www.practo.com/bangalore/doctor/dr-mir-shujath-ali-dentist?practice_id=630200&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:05:42.230775,Dentist,
Bangalore,500,BDS,100.0,,Dr. Uzma Hassan,0,https://www.practo.com/bangalore/doctor/dr-uzma-hassan-dentist-1/recommended?practice_id=1602089&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:05:45.188044,Dentist,
Bangalore,500,BDS,100.0,Koramangala,Dr. Uzma Hassan,0,https://www.practo.com/bangalore/doctor/dr-uzma-hassan-dentist-1?practice_id=1602089&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:05:48.076340,Dentist,
Bangalore,500,MDS,100.0,,Dr. Uday Kamath,0,https://www.practo.com/bangalore/doctor/dr-uday-kamath-dentist/recommended?practice_id=648850&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:05:51.282626,Dentist,
Bangalore,500,MDS,100.0,Koramangala,Dr. Uday Kamath,0,https://www.practo.com/bangalore/doctor/dr-uday-kamath-dentist?practice_id=648850&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:05:54.251969,Dentist,
Bangalore,350,BDS,,,Dr. Sushma R,,https://www.practo.com/bangalore/doctor/sushma-r-dentist-1/recommended?practice_id=1446034&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:05:57.231916,Dentist,
Bangalore,350,BDS,,Singasandra,Dr. Sushma R,,https://www.practo.com/bangalore/doctor/sushma-r-dentist-1?practice_id=1446034&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:00.224284,Dentist,
Bangalore,300,BDS,96.0,,Dr. Arya Madhurkar,0,https://www.practo.com/bangalore/doctor/arya-madhurkar-dentist-3/recommended?practice_id=1383651&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:03.235250,Dentist,
Bangalore,300,BDS,96.0,Banashankari 2nd Stage,Dr. Arya Madhurkar,0,https://www.practo.com/bangalore/doctor/arya-madhurkar-dentist-3?practice_id=1383651&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:06.276375,Dentist,
Bangalore,500,BDS,96.0,,Dr. Revathi M,0,https://www.practo.com/bangalore/doctor/dr-revathi-m-dentist-dentist/recommended?practice_id=1450333&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:09.301231,Dentist,
Bangalore,500,BDS,96.0,HSR Layout,Dr. Revathi M,0,https://www.practo.com/bangalore/doctor/dr-revathi-m-dentist-dentist?practice_id=1450333&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:12.424406,Dentist,
Bangalore,300,MDS,94.0,,Dr. Subash,0,https://www.practo.com/bangalore/doctor/subash-4-dentist/recommended?practice_id=1232416&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:15.320515,Dentist,
Bangalore,300,MDS,94.0,Sarjapur Road,Dr. Subash,0,https://www.practo.com/bangalore/doctor/subash-4-dentist?practice_id=1232416&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:18.262862,Dentist,
Bangalore,250,BDS,93.0,,Dr. Priya Mahimtura,0,https://www.practo.com/bangalore/doctor/dr-priya-mahimtura-dentist/recommended?practice_id=673859&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:21.315946,Dentist,
Bangalore,250,BDS,93.0,Electronics City,Dr. Priya Mahimtura,0,https://www.practo.com/bangalore/doctor/dr-priya-mahimtura-dentist?practice_id=673859&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:24.319164,Dentist,
Bangalore,350,BDS,100.0,,Dr. Vinay Singh Yadav,0,https://www.practo.com/bangalore/doctor/vinay-singh-yadav-dentist/recommended?practice_id=1324379&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:33.356741,Dentist,
Bangalore,350,BDS,100.0,VV Puram,Dr. Vinay Singh Yadav,0,https://www.practo.com/bangalore/doctor/vinay-singh-yadav-dentist?practice_id=1324379&specialization=Dentist&referrer=doctor_listing&page_uid=cf731325-920f-4239-b6f1-c6131f9a7c0f,2025-08-16T19:06:36.349119,Dentist,
Bangalore,900,BDS,,Hebbal,Dr. Khalid Mohammed Khaliq,,https://www.practo.com/bangalore/doctor/dr-khalid-mohammed-khaliq-dentist?practice_id=637575&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:39.438783,Dentist,
Bangalore,400,BDS,99.0,,Dr. Arunima Chandra,0,https://www.practo.com/bangalore/doctor/dr-arunima-chandra-dentist/recommended?practice_id=1265013&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:43.200075,Dentist,
Bangalore,400,BDS,99.0,Whitefield,Dr. Arunima Chandra,0,https://www.practo.com/bangalore/doctor/dr-arunima-chandra-dentist?practice_id=1265013&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:45.475481,Dentist,
Bangalore,400,BDS,100.0,,Dr. Kumar Gaurav,0,https://www.practo.com/bangalore/doctor/dr-kumar-gourav-dentist/recommended?practice_id=1247713&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:48.470726,Dentist,
Bangalore,400,BDS,100.0,HSR Layout,Dr. Kumar Gaurav,0,https://www.practo.com/bangalore/doctor/dr-kumar-gourav-dentist?practice_id=1247713&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:51.362057,Dentist,
Bangalore,300,BDS,100.0,,Dr. Smitha Shetty,0,https://www.practo.com/bangalore/doctor/dr-smitha-shetty/recommended?practice_id=1150779&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:54.462868,Dentist,
Bangalore,300,BDS,100.0,Vijayanagar,Dr. Smitha Shetty,0,https://www.practo.com/bangalore/doctor/dr-smitha-shetty?practice_id=1150779&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:06:57.378349,Dentist,
Bangalore,500,BDS,85.0,,Dr. Malathi,0,https://www.practo.com/bangalore/doctor/dr-malathi-2-dentist/recommended?practice_id=1165292&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:00.578643,Dentist,
Bangalore,500,BDS,85.0,Indiranagar,Dr. Malathi,0,https://www.practo.com/bangalore/doctor/dr-malathi-2-dentist?practice_id=1165292&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:03.336532,Dentist,
Bangalore,400,BDS,98.0,,Dr. Aman Sodhi,0,https://www.practo.com/bangalore/doctor/dr-aman-sodhi-dentist/recommended?practice_id=665251&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:06.506339,Dentist,
Bangalore,400,BDS,98.0,Arekere,Dr. Aman Sodhi,0,https://www.practo.com/bangalore/doctor/dr-aman-sodhi-dentist?practice_id=665251&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:09.398322,Dentist,
Bangalore,300,BDS,,,Dr. Aisha Tarannum,,https://www.practo.com/bangalore/doctor/dr-aisha-tarannum-dentist/recommended?practice_id=693215&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:12.396973,Dentist,
Bangalore,300,BDS,,HBR Layout,Dr. Aisha Tarannum,,https://www.practo.com/bangalore/doctor/dr-aisha-tarannum-dentist?practice_id=693215&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:15.405275,Dentist,
Bangalore,500,BDS,98.0,,Dr. Smitha Maria Augustin,0,https://www.practo.com/bangalore/doctor/dr-smitha-maria-augustin-dentist/recommended?practice_id=1715244&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:18.514005,Dentist,
Bangalore,500,BDS,98.0,Carmelaram,Dr. Smitha Maria Augustin,0,https://www.practo.com/bangalore/doctor/dr-smitha-maria-augustin-dentist?practice_id=1715244&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:21.556580,Dentist,
Bangalore,350,BDS,100.0,,Dr. Bettina Reeba George,0,https://www.practo.com/bangalore/doctor/dr-bettina-reeba-george/recommended?practice_id=2081048&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:24.415571,Dentist,
Bangalore,350,BDS,100.0,Kothanur,Dr. Bettina Reeba George,0,https://www.practo.com/bangalore/doctor/dr-bettina-reeba-george?practice_id=2081048&specialization=Dentist&referrer=doctor_listing&page_uid=e57d40d0-aa33-4b96-b9d5-639665828cd3,2025-08-16T19:07:27.361441,Dentist,
Bangalore,500,BDS,98.0,,Dr. Shradha Das,0,https://www.practo.com/bangalore/doctor/shradha-das-dentist/recommended?practice_id=996174&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:30.491304,Dentist,
Bangalore,500,BDS,98.0,HRBR Layout,Dr. Shradha Das,0,https://www.practo.com/bangalore/doctor/shradha-das-dentist?practice_id=996174&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:33.472127,Dentist,
Bangalore,500,BDS,100.0,,Dr. Bibi Halima Shamaz,0,https://www.practo.com/bangalore/doctor/bibi-halima-shamaz-dentist/recommended?practice_id=1131541&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:36.476197,Dentist,
Bangalore,500,BDS,100.0,Wilson Garden,Dr. Bibi Halima Shamaz,0,https://www.practo.com/bangalore/doctor/bibi-halima-shamaz-dentist?practice_id=1131541&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:39.390153,Dentist,
Bangalore,500,,95.0,,Dr. Shruti Sahay,0,https://www.practo.com/bangalore/doctor/shruti-sahay-dentist-1/recommended?practice_id=1257689&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:42.607139,Dentist,
Bangalore,500,,95.0,DLF Newtown,Dr. Shruti Sahay,0,https://www.practo.com/bangalore/doctor/shruti-sahay-dentist-1?practice_id=1257689&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:45.456453,Dentist,
Bangalore,500,MDS,,,Dr. Naveen S Nair,,https://www.practo.com/bangalore/doctor/dr-naveen-s-nair-dentist/recommended?practice_id=1458560&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:48.637918,Dentist,
Bangalore,500,MDS,,Whitefield,Dr. Naveen S Nair,,https://www.practo.com/bangalore/doctor/dr-naveen-s-nair-dentist?practice_id=1458560&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:51.449470,Dentist,
Bangalore,500,BDS,89.0,,Dr. Lakshmi Mohandas,0,https://www.practo.com/bangalore/doctor/dr-lakshmi-mohandas-dentist/recommended?practice_id=1317509&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:54.599195,Dentist,
Bangalore,500,BDS,89.0,Kudlu,Dr. Lakshmi Mohandas,0,https://www.practo.com/bangalore/doctor/dr-lakshmi-mohandas-dentist?practice_id=1317509&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:07:57.543586,Dentist,
Bangalore,300,BDS,98.0,,Dr. Shreya Francis,0,https://www.practo.com/bangalore/doctor/shreya-francis-dentist/recommended?practice_id=1308207&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:00.718482,Dentist,
Bangalore,300,BDS,98.0,Varthur,Dr. Shreya Francis,0,https://www.practo.com/bangalore/doctor/shreya-francis-dentist?practice_id=1308207&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:03.517400,Dentist,
Bangalore,500,BDS,100.0,,Dr. Victory Ahanthem,0,https://www.practo.com/bangalore/doctor/dr-victory-ahanthem-dentist-1/recommended?practice_id=1267660&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:06.685062,Dentist,
Bangalore,500,BDS,100.0,Panathur,Dr. Victory Ahanthem,0,https://www.practo.com/bangalore/doctor/dr-victory-ahanthem-dentist-1?practice_id=1267660&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:09.526787,Dentist,
Bangalore,200,BDS,98.0,,Dr. Rahila Khanum,0,https://www.practo.com/bangalore/doctor/rahila-khanum-dentist-2/recommended?practice_id=1603854&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:12.923719,Dentist,
Bangalore,200,BDS,98.0,Thanisandra,Dr. Rahila Khanum,0,https://www.practo.com/bangalore/doctor/rahila-khanum-dentist-2?practice_id=1603854&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:15.648163,Dentist,
Bangalore,1000,BDS,,,Dr. Anjali Menon,,https://www.practo.com/bangalore/doctor/dr-anjali-gandhi-2-dentist-2/recommended?practice_id=776696&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:18.793406,Dentist,
Bangalore,1000,BDS,,Kalyan Nagar,Dr. Anjali Menon,,https://www.practo.com/bangalore/doctor/dr-anjali-gandhi-2-dentist-2?practice_id=776696&specialization=Dentist&referrer=doctor_listing&page_uid=f52914ab-42f4-4432-8df7-fb1ca057a0fe,2025-08-16T19:08:21.602313,Dentist,
Bangalore,500,BDS,,,Dr. Neha Sharma,,https://www.practo.com/bangalore/doctor/dr-neha-sharma-7-dentist-1/recommended?practice_id=1464175&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:24.735741,Dentist,
Bangalore,500,BDS,,Doddakallasandra,Dr. Neha Sharma,,https://www.practo.com/bangalore/doctor/dr-neha-sharma-7-dentist-1?practice_id=1464175&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:27.502064,Dentist,
Bangalore,300,BDS,96.0,,Dr. Monica Rao,0,https://www.practo.com/bangalore/doctor/dr-monica-rao-dentist/recommended?practice_id=1274517&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:30.860795,Dentist,
Bangalore,300,BDS,96.0,Jayanagar,Dr. Monica Rao,0,https://www.practo.com/bangalore/doctor/dr-monica-rao-dentist?practice_id=1274517&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:34.446440,Dentist,
Bangalore,400,BDS,,,Dr. Sneha Nidhi,,https://www.practo.com/bangalore/doctor/sneha-nidhi-dentist-1/recommended?practice_id=1468060&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:36.719684,Dentist,
Bangalore,400,BDS,,Kasavanahalli,Dr. Sneha Nidhi,,https://www.practo.com/bangalore/doctor/sneha-nidhi-dentist-1?practice_id=1468060&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:39.580382,Dentist,
Bangalore,400,BDS,99.0,,Dr. Minarbha,0,https://www.practo.com/bangalore/doctor/dr-minerva-1-dentist/recommended?practice_id=1176555&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:42.721884,Dentist,
Bangalore,400,BDS,99.0,Horamavu,Dr. Minarbha,0,https://www.practo.com/bangalore/doctor/dr-minerva-1-dentist?practice_id=1176555&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:45.650398,Dentist,
Bangalore,700,,71.0,,Dr. Achuth M Baliga,0,https://www.practo.com/bangalore/doctor/dr-achuth-m-baliga-dentist/recommended?practice_id=630200&specialization=Dentist&referrer=doctor_listing&page_uid=1be7a04b-c49b-4fcf-ade6-f91c8e74422f,2025-08-16T19:08:48.792863,Dentist,
