city,consultation_fee,degree,dp_score,location,name,npv,profile_url,scraped_at,speciality,year_of_experience
Bangalore,600,MBBS,98.0,,Dr. Haritha Ravipati,0,https://www.practo.com/bangalore/doctor/dr-ravipati-haritha-dermatologist/recommended?practice_id=1363509&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:00:38.875610,Dermatologist,
Bangalore,600,MBBS,98.0,Ulsoor,Dr. Haritha Ravipati,0,https://www.practo.com/bangalore/doctor/dr-ravipati-haritha-dermatologist?practice_id=1363509&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:00:41.835314,Dermatologist,
Bangalore,1190,MD,98.0,,Dr. Priyadarshini M,0,https://www.practo.com/bangalore/doctor/dr-priyadarshin-m-dermatologist/recommended?practice_id=637575&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:00:45.683499,Dermatologist,
Bangalore,1190,MD,98.0,Hebbal,Dr. Priyadarshini M,0,https://www.practo.com/bangalore/doctor/dr-priyadarshin-m-dermatologist?practice_id=637575&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:00:47.585755,Dermatologist,
Bangalore,800,MBBS,97.0,,Dr. Abhilasha M D,0,https://www.practo.com/bangalore/doctor/dr-abhilasha-m-d-dermatologist/recommended?practice_id=1645901&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:00:53.166471,Dermatologist,
Bangalore,800,MBBS,97.0,Jayanagar,Dr. Abhilasha M D,0,https://www.practo.com/bangalore/doctor/dr-abhilasha-m-d-dermatologist?practice_id=1645901&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:00:54.065237,Dermatologist,
Bangalore,900,MBBS,84.0,,Dr. Revanta Saha,0,https://www.practo.com/bangalore/doctor/dr-revanta-saha-dermatologist-cosmetologist-1/recommended?practice_id=1157146&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:00:56.784019,Dermatologist,
Bangalore,900,MBBS,84.0,Indiranagar,Dr. Revanta Saha,0,https://www.practo.com/bangalore/doctor/dr-revanta-saha-dermatologist-cosmetologist-1?practice_id=1157146&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:00:59.700503,Dermatologist,
Bangalore,700,MBBS,94.0,,Dr. Shishira R J,0,https://www.practo.com/bangalore/doctor/shishira-r-j-dermatologist/recommended?practice_id=2070139&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:01:02.720825,Dermatologist,
Bangalore,700,MBBS,94.0,HSR Layout,Dr. Shishira R J,0,https://www.practo.com/bangalore/doctor/shishira-r-j-dermatologist?practice_id=2070139&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:01:05.871468,Dermatologist,
Bangalore,750,MBBS,98.0,,Dr. Sujaya S.N.,0,https://www.practo.com/bangalore/doctor/dr-sujaya-s-n-dermatologist-cosmetologist/recommended?practice_id=649815&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:01:08.966311,Dermatologist,
Bangalore,750,MBBS,98.0,HRBR Layout,Dr. Sujaya S.N.,0,https://www.practo.com/bangalore/doctor/dr-sujaya-s-n-dermatologist-cosmetologist?practice_id=649815&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:01:12.135411,Dermatologist,
Bangalore,600,MBBS,68.0,,Dr. S C Rajendran,0,https://www.practo.com/bangalore/doctor/dr-s-c-rajendran-dermatologist-cosmetologist/recommended?practice_id=670682&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:01:14.881076,Dermatologist,
Bangalore,600,MBBS,68.0,Koramangala,Dr. S C Rajendran,0,https://www.practo.com/bangalore/doctor/dr-s-c-rajendran-dermatologist-cosmetologist?practice_id=670682&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:01:18.560512,Dermatologist,
Bangalore,750,MBBS,99.0,,Dr. K C Dharam Kumar,0,https://www.practo.com/bangalore/doctor/k-c-dharam-kumar-dermatologist/recommended?practice_id=1279189&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:01:22.122452,Dermatologist,
Bangalore,750,MBBS,99.0,JP Nagar,Dr. K C Dharam Kumar,0,https://www.practo.com/bangalore/doctor/k-c-dharam-kumar-dermatologist?practice_id=1279189&specialization=Dermatologist&referrer=doctor_listing&page_uid=44dc93d7-d3e8-40b4-ade9-176f1d8b4760,2025-08-16T20:01:23.786525,Dermatologist,
Bangalore,800,MBBS,29.0,,Dr. Amit Gururaj Yelsangikar,0,https://www.practo.com/bangalore/doctor/dr-amit-gururaj-yelsangikar-gastroenterologist/recommended?practice_id=1134531&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:26.970538,Gastroenterologist,
Bangalore,800,MBBS,29.0,Koramangala 5 Block,Dr. Amit Gururaj Yelsangikar,0,https://www.practo.com/bangalore/doctor/dr-amit-gururaj-yelsangikar-gastroenterologist?practice_id=1134531&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:29.846449,Gastroenterologist,
Bangalore,800,MBBS,97.0,,Dr. Roopa Bhushan,0,https://www.practo.com/bangalore/doctor/roopa-bhushan-gastroenterologist/recommended?practice_id=1276829&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:32.925064,Gastroenterologist,
Bangalore,800,MBBS,97.0,Sampangiramnagar,Dr. Roopa Bhushan,0,https://www.practo.com/bangalore/doctor/roopa-bhushan-gastroenterologist?practice_id=1276829&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:36.022232,Gastroenterologist,
Bangalore,1000,MBBS,,,Dr. Raghu B M,,https://www.practo.com/bangalore/doctor/dr-raghu-b-m-gastroenterologist/recommended?practice_id=637953&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:39.268719,Gastroenterologist,
Bangalore,800,MBBS,,,Dr. Deepak Ganga P,,https://www.practo.com/bangalore/doctor/dr-deepak-ganga-p-gastroenterologist/recommended?practice_id=2076082&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:44.970522,Gastroenterologist,
Bangalore,800,MBBS,,Marathahalli,Dr. Deepak Ganga P,,https://www.practo.com/bangalore/doctor/dr-deepak-ganga-p-gastroenterologist?practice_id=2076082&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:48.117143,Gastroenterologist,
Bangalore,950,MBBS,,,Dr. Sagar H C,,https://www.practo.com/bangalore/doctor/sagar-h-c-general-surgeon/recommended?practice_id=1108669&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:51.830244,Gastroenterologist,
Bangalore,950,MBBS,,Sarjapur Road,Dr. Sagar H C,,https://www.practo.com/bangalore/doctor/sagar-h-c-general-surgeon?practice_id=1108669&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:53.738842,Gastroenterologist,
Bangalore,800,MBBS,,,Dr. Kiran S,,https://www.practo.com/bangalore/doctor/dr-kiran-s-1-gastroenterologist/recommended?practice_id=1276829&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:01:57.524509,Gastroenterologist,
Bangalore,800,MBBS,,Sampangiramnagar,Dr. Kiran S,,https://www.practo.com/bangalore/doctor/dr-kiran-s-1-gastroenterologist?practice_id=1276829&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:02:00.471554,Gastroenterologist,
Bangalore,800,MBBS,,Electronics City,Dr. Ravi Kiran S.K,,https://www.practo.com/bangalore/doctor/ravi-kiran-s-k-gastroenterologist?practice_id=1312752&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:02:02.773096,Gastroenterologist,
Bangalore,1200,DM,94.0,,Dr. Balaji Gurappa,0,https://www.practo.com/bangalore/doctor/dr-balaji-g-gastroenterologist/recommended?practice_id=2076082&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:02:06.045865,Gastroenterologist,
Bangalore,1200,DM,94.0,Marathahalli,Dr. Balaji Gurappa,0,https://www.practo.com/bangalore/doctor/dr-balaji-g-gastroenterologist?practice_id=2076082&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:02:09.156740,Gastroenterologist,
Bangalore,800,MBBS,88.0,,Dr. Subash.K.G.,0,https://www.practo.com/bangalore/doctor/subash-k-g-gastroenterologist/recommended?practice_id=636836&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:02:11.933047,Gastroenterologist,
Bangalore,800,MBBS,88.0,Ashoknagar,Dr. Subash.K.G.,0,https://www.practo.com/bangalore/doctor/subash-k-g-gastroenterologist?practice_id=636836&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:02:14.973964,Gastroenterologist,
Bangalore,900,MBBS,93.0,,Dr. Pratibha Setty,0,https://www.practo.com/bangalore/doctor/pratibha-s-gastroenterologist/recommended?practice_id=1131824&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:02:20.120935,Gastroenterologist,
Bangalore,900,MBBS,93.0,Hulimavu,Dr. Pratibha Setty,0,https://www.practo.com/bangalore/doctor/pratibha-s-gastroenterologist?practice_id=1131824&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:02:21.044008,Gastroenterologist,
Bangalore,1190,MBBS,,Hebbal,Dr. Aradhana Sood,,https://www.practo.com/bangalore/doctor/dr-aradhana-sood-dermatologist?practice_id=637575&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:23.916318,Dermatologist,
Bangalore,2000,MBBS,92.0,,Dr. Janet Alexander Castelino,0,https://www.practo.com/bangalore/doctor/dr-janet-alexander-castelino-dermatologist-cosmetologist/recommended?practice_id=700015&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:26.869306,Dermatologist,
Bangalore,2000,MBBS,92.0,HSR Layout,Dr. Janet Alexander Castelino,0,https://www.practo.com/bangalore/doctor/dr-janet-alexander-castelino-dermatologist-cosmetologist?practice_id=700015&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:29.938809,Dermatologist,
Bangalore,900,MBBS,96.0,,Dr. Jyothi Menon,0,https://www.practo.com/bangalore/doctor/dr-jyothi-menon-dermatologist/recommended?practice_id=737335&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:33.240734,Dermatologist,
Bangalore,900,MBBS,96.0,Koramangala 7 Block,Dr. Jyothi Menon,0,https://www.practo.com/bangalore/doctor/dr-jyothi-menon-dermatologist?practice_id=737335&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:35.838889,Dermatologist,
Bangalore,900,MBBS,94.0,,Dr. Roopa Suresh,0,https://www.practo.com/bangalore/doctor/roopa-suresh-dermatologist-cosmetologist/recommended?practice_id=930035&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:38.930344,Dermatologist,
Bangalore,900,MBBS,94.0,Banashankari,Dr. Roopa Suresh,0,https://www.practo.com/bangalore/doctor/roopa-suresh-dermatologist-cosmetologist?practice_id=930035&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:41.885765,Dermatologist,
Bangalore,1300,MBBS,95.0,,Dr. Radhakrishna Bhat,0,https://www.practo.com/bangalore/doctor/dr-radhakrishna-bhat-1/recommended?practice_id=1161562&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:45.388800,Dermatologist,
Bangalore,1300,MBBS,95.0,HSR Layout,Dr. Radhakrishna Bhat,0,https://www.practo.com/bangalore/doctor/dr-radhakrishna-bhat-1?practice_id=1161562&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:48.133430,Dermatologist,
Bangalore,700,MBBS,98.0,,Dr. Deepak Devakar,0,https://www.practo.com/bangalore/doctor/dr-deepak-devakar-dermatologist-cosmetologist/recommended?practice_id=690817&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:51.017090,Dermatologist,
Bangalore,700,MBBS,98.0,Jayanagar,Dr. Deepak Devakar,0,https://www.practo.com/bangalore/doctor/dr-deepak-devakar-dermatologist-cosmetologist?practice_id=690817&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:54.028730,Dermatologist,
Bangalore,700,MBBS,,,Dr. Dinesh Gowda,,https://www.practo.com/bangalore/doctor/hairline-dermatologist-cosmetologist/recommended?practice_id=1605981&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:02:57.261848,Dermatologist,
Bangalore,700,MBBS,,Sahakaranagar,Dr. Dinesh Gowda,,https://www.practo.com/bangalore/doctor/hairline-dermatologist-cosmetologist?practice_id=1605981&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:03:00.071968,Dermatologist,
Bangalore,900,MBBS,94.0,,Dr. Sheelavathi Natraj,0,https://www.practo.com/bangalore/doctor/sheelavathi-dermatologist-cosmetologist/recommended?practice_id=1473603&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:03:03.106093,Dermatologist,
Bangalore,900,MBBS,94.0,Koramangala 6 Block,Dr. Sheelavathi Natraj,0,https://www.practo.com/bangalore/doctor/sheelavathi-dermatologist-cosmetologist?practice_id=1473603&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:03:06.122153,Dermatologist,
Bangalore,800,MBBS,88.0,,Dr. Parthasarathi Dutta Roy,0,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist/recommended?practice_id=729170&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:03:09.154268,Dermatologist,
Bangalore,800,MBBS,88.0,Magrath Road,Dr. Parthasarathi Dutta Roy,0,https://www.practo.com/bangalore/doctor/dr-partha-sarathi-dutta-roy-dermatologist-cosmetologist-dermatologist?practice_id=729170&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:03:12.091126,Dermatologist,
Bangalore,1000,MD,95.0,,Dr. Harish Prasad B.R,0,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist/recommended?practice_id=1133982&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:03:15.388877,Dermatologist,
Bangalore,1000,MD,95.0,BTM Layout,Dr. Harish Prasad B.R,0,https://www.practo.com/bangalore/doctor/dr-harish-prasad-b-r-dermatologist-cosmetologist?practice_id=1133982&specialization=Dermatologist&referrer=doctor_listing&page_uid=d6555d05-cf24-42e7-8b43-8d74cc6b803e,2025-08-16T20:03:18.454124,Dermatologist,
Bangalore,1000,MBBS,,Yelahanka,Dr. Raghu B M,,https://www.practo.com/bangalore/doctor/dr-raghu-b-m-gastroenterologist?practice_id=637953&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=b6465f76-196d-406c-9476-f4d8bb045210,2025-08-16T20:03:21.060082,Gastroenterologist,
Bangalore,750,MBBS,90.0,,Dr. Shiva Kumar,0,https://www.practo.com/bangalore/doctor/dr-shiva-kumar-general-surgeon-1/recommended?practice_id=693752&specialization=Bariatric%20surgeon&referrer=doctor_listing&page_uid=db9c4beb-6dca-43e5-8598-95984159f8e6,2025-08-16T20:04:00.394999,bariatric surgeon,
Bangalore,800,MBBS,99.0,,Dr. Meghana Nyapathi,0,https://www.practo.com/bangalore/doctor/dr-meghana-nyapathi-gynecologist-obstetrician/recommended?practice_id=1420523&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=276187ec-a91e-4844-91a7-e4d71c0e09a9,2025-08-16T20:04:09.688637,Infertility Specialist,
Bangalore,700,MBBS,97.0,,Dr. Vani R,0,https://www.practo.com/bangalore/doctor/dr-vani-r-gynecologist-obstetrician/recommended?practice_id=714031&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=94cdc19c-bf65-4e18-a253-6d7797565c9f,2025-08-16T20:04:18.355574,Infertility Specialist,
Bangalore,800,MBBS,89.0,,Dr. Rekha Prashanth,0,https://www.practo.com/bangalore/doctor/dr-rekha-prashanth-gynecologist-obstetrician/recommended?practice_id=1163290&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=bd515101-b81d-438b-ac78-3090bc279d12,2025-08-16T20:04:27.350308,Infertility Specialist,
Bangalore,600,MBBS,,,Dr. Mamatha C V,,https://www.practo.com/bangalore/doctor/dr-mamatha-c-v-gynecologist-obstetrician/recommended?practice_id=1661227&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=22cae09f-99e4-4fd4-aee8-3a5d50d18651,2025-08-16T20:04:36.206947,Infertility Specialist,
Bangalore,750,MBBS,,,Dr. Swetha V,,https://www.practo.com/bangalore/doctor/dr-swetha-v-gynecologist-obstetrician-1/recommended?practice_id=1426691&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=9f81fa86-0f14-4c96-ab5f-ff8e29517f65,2025-08-16T20:04:45.327385,Infertility Specialist,
Bangalore,800,MBBS,64.0,,Dr. Reetu G. Naresh,0,https://www.practo.com/bangalore/doctor/dr-reetu-g-naresh-gynecologist-obstetrician-2/recommended?practice_id=930034&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=6f358a62-e2ea-481c-a538-e1f31e8e3b00,2025-08-16T20:04:54.363981,Infertility Specialist,
Bangalore,300,MBBS,,,Dr. Anju Arpana,,https://www.practo.com/bangalore/doctor/dr-anju-arpana-gynecologist-obstetrician/recommended?practice_id=1349306&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=fc7b7c18-643a-4ad0-a9e6-eba7052ae1a8,2025-08-16T20:05:03.371437,Infertility Specialist,
Bangalore,800,MBBS,,,Dr. Dhatchayani S,,https://www.practo.com/bangalore/doctor/dr-dhatchayani-s-gynecologist-obstetrician/recommended?practice_id=1163290&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=be6784e3-1813-4b38-b05b-694711d34e5e,2025-08-16T20:05:12.416735,Infertility Specialist,
Bangalore,1000,,91.0,,Dr. Anitha B.R,0,https://www.practo.com/bangalore/doctor/dr-anitha-b-r-gynecologist-obstetrician/recommended?practice_id=1106420&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=409f59d6-1e12-453a-ae1c-0f5425a294d3,2025-08-16T20:05:21.550300,Infertility Specialist,
Bangalore,750,MBBS,,,Dr. Sheela R. Gajapathy,,https://www.practo.com/bangalore/doctor/sheela-r-gajapathy-gynecologist-obstetrician/recommended?practice_id=712236&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=f3990a55-66bd-4324-84b9-da8d79fac0b1,2025-08-16T20:05:31.329222,Infertility Specialist,
Bangalore,950,MBBS,92.0,,Dr. Swati Shree,0,https://www.practo.com/bangalore/doctor/swati-shree-gynecologist-obstetrician-2/recommended?practice_id=1106420&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=a25f811f-a620-4ece-b796-10758a36c90a,2025-08-16T20:05:39.525143,Infertility Specialist,
Bangalore,1000,MBBS,100.0,,Dr. Shashikala Ksheerasagar,0,https://www.practo.com/bangalore/doctor/dr-shashikala-ksheerasagar-gynecologist-obstetrician-2/recommended?practice_id=634957&specialization=Infertility%20Specialist&referrer=doctor_listing&page_uid=65d93279-ffcd-4ad3-8ad8-5a1427947c3f,2025-08-16T20:05:49.203505,Infertility Specialist,
Bangalore,1200,MBBS,,Hebbal,Dr. Prakrutha S,,https://www.practo.com/bangalore/doctor/dr-prakrutha-gynecologist-obstetrician?practice_id=1146253&specialization=Gynecologist&referrer=doctor_listing&page_uid=82ab63f9-d614-4b38-aa7c-bec2ce9d488d,2025-08-16T20:05:54.996154,Gynecologist,
Bangalore,800,MS,100.0,,Dr. Jnanashree B R,0,https://www.practo.com/bangalore/doctor/dr-jnanashree-deepak-gynecologist-obstetrician-1/recommended?practice_id=1423395&specialization=Gynecologist&referrer=doctor_listing&page_uid=82ab63f9-d614-4b38-aa7c-bec2ce9d488d,2025-08-16T20:05:58.291779,Gynecologist,
Bangalore,800,MBBS,96.0,,Dr. Rashmi Naik N,0,https://www.practo.com/bangalore/doctor/dr-rashmi-naik-n-gynecologist-obstetrician/recommended?practice_id=1423395&specialization=Gynecologist&referrer=doctor_listing&page_uid=5d670476-5c6a-4798-bd4f-173304a3d356,2025-08-16T20:06:03.819452,Gynecologist,
Bangalore,800,MBBS,96.0,Rajajinagar,Dr. Rashmi Naik N,0,https://www.practo.com/bangalore/doctor/dr-rashmi-naik-n-gynecologist-obstetrician?practice_id=1423395&specialization=Gynecologist&referrer=doctor_listing&page_uid=5d670476-5c6a-4798-bd4f-173304a3d356,2025-08-16T20:06:06.771271,Gynecologist,
Bangalore,600,MBBS,,Malleswaram,Dr. Veena Surendra,,https://www.practo.com/bangalore/doctor/veena-surendra-gynecologist-obstetrician?practice_id=2078400&specialization=Gynecologist&referrer=doctor_listing&page_uid=1c04e820-ab4c-468d-a7e9-38a3a6415b6a,2025-08-16T20:06:13.225711,Gynecologist,
Bangalore,700,MBBS,,,Dr. Samrakshini,,https://www.practo.com/bangalore/doctor/samrakshini-gynecologist-obstetrician/recommended?practice_id=1186999&specialization=Gynecologist&referrer=doctor_listing&page_uid=1c04e820-ab4c-468d-a7e9-38a3a6415b6a,2025-08-16T20:06:15.778214,Gynecologist,
Bangalore,800,MBBS,100.0,,Dr. Sowmyashree N,0,https://www.practo.com/bangalore/doctor/sowmyashree-n-gynecologist-obstetrician/recommended?practice_id=1268920&specialization=Gynecologist&referrer=doctor_listing&page_uid=34f56bed-3e31-46f9-b5e3-bb6f330f029c,2025-08-16T20:06:22.012363,Gynecologist,
Bangalore,800,MBBS,100.0,Hebbal,Dr. Sowmyashree N,0,https://www.practo.com/bangalore/doctor/sowmyashree-n-gynecologist-obstetrician?practice_id=1268920&specialization=Gynecologist&referrer=doctor_listing&page_uid=34f56bed-3e31-46f9-b5e3-bb6f330f029c,2025-08-16T20:06:24.883094,Gynecologist,
Bangalore,800,MBBS,,Malleswaram,Dr. G Shubha,,https://www.practo.com/bangalore/doctor/dr-g-shubha-gynecologist-obstetrician?practice_id=711687&specialization=Gynecologist&referrer=doctor_listing&page_uid=34f56bed-3e31-46f9-b5e3-bb6f330f029c,2025-08-16T20:06:28.140106,Gynecologist,
Bangalore,900,MBBS,,Kanakpura Road,Dr. Priyarani C C,,https://www.practo.com/bangalore/doctor/dr-priyarani-c-c-gynecologist-obstetrician?practice_id=1353731&specialization=Gynecologist&referrer=doctor_listing&page_uid=880f4609-8b3b-4cff-980a-76a8e5cb0f95,2025-08-16T20:06:32.560210,Gynecologist,
Bangalore,300,MBBS,,,Dr. Anju Arpana,,https://www.practo.com/bangalore/doctor/dr-anju-arpana-gynecologist-obstetrician/recommended?practice_id=1349306&specialization=Gynecologist&referrer=doctor_listing&page_uid=880f4609-8b3b-4cff-980a-76a8e5cb0f95,2025-08-16T20:06:33.881977,Gynecologist,
Bangalore,300,MBBS,,Rajarajeshwarinagar,Dr. Anju Arpana,,https://www.practo.com/bangalore/doctor/dr-anju-arpana-gynecologist-obstetrician?practice_id=1349306&specialization=Gynecologist&referrer=doctor_listing&page_uid=880f4609-8b3b-4cff-980a-76a8e5cb0f95,2025-08-16T20:06:36.854240,Gynecologist,
Bangalore,750,MBBS,,JP Nagar 7 Phase,Dr. Kavya A,,https://www.practo.com/bangalore/doctor/dr-kavya-a-gynecologist-obstetrician?practice_id=1141637&specialization=Gynecologist&referrer=doctor_listing&page_uid=880f4609-8b3b-4cff-980a-76a8e5cb0f95,2025-08-16T20:06:39.930260,Gynecologist,
Bangalore,1000,MBBS,88.0,,Dr. Saba Fathima,0,https://www.practo.com/bangalore/doctor/dr-saba-fathima-gynecologist-obstetrician-1/recommended?practice_id=752977&specialization=Gynecologist&referrer=doctor_listing&page_uid=880f4609-8b3b-4cff-980a-76a8e5cb0f95,2025-08-16T20:06:44.713816,Gynecologist,
Bangalore,1000,MBBS,88.0,HRBR Layout,Dr. Saba Fathima,0,https://www.practo.com/bangalore/doctor/dr-saba-fathima-gynecologist-obstetrician-1?practice_id=752977&specialization=Gynecologist&referrer=doctor_listing&page_uid=880f4609-8b3b-4cff-980a-76a8e5cb0f95,2025-08-16T20:06:45.852157,Gynecologist,
Bangalore,1000,MBBS,,Bellandur,Dr. Navin Srinivasan,,https://www.practo.com/bangalore/doctor/dr-navin-srinivasan-gynecologist-obstetrician?practice_id=1106241&specialization=Gynecologist&referrer=doctor_listing&page_uid=880f4609-8b3b-4cff-980a-76a8e5cb0f95,2025-08-16T20:06:48.926610,Gynecologist,
Bangalore,750,MBBS,,Banashankari,Dr. Harshitha N,,https://www.practo.com/bangalore/doctor/harshitha-n-gynecologist-obstetrician?practice_id=1180089&specialization=Gynecologist&referrer=doctor_listing&page_uid=880f4609-8b3b-4cff-980a-76a8e5cb0f95,2025-08-16T20:06:52.091731,Gynecologist,
